,Radius,Centre,radius_1,centre_1,radius_2,centre_2,radius_3,centre_3
33,0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[-0.5, 0.6666666666666666]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
34,0.09090909090909091,"[-0.7272727272727273, 0.5454545454545454]",0.16666666666666666,"[-0.5, 0.6666666666666666]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
35,0.02631578947368421,"[0.07894736842105263, 0.3157894736842105]",0.06666666666666667,"[0.0, 0.26666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[0.5, 0]"
36,0.02631578947368421,"[-0.02631578947368421, 0.0]",0.06666666666666667,"[0.0, 0.26666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[0.5, 0]"
37,0.02631578947368421,"[0.02631578947368421, 0.0]",0.06666666666666667,"[0.0, 0.26666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[-0.5, 0]"
38,0.02631578947368421,"[-0.07894736842105263, 0.3157894736842105]",0.06666666666666667,"[0.0, 0.26666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[-0.5, 0]"
39,0.02857142857142857,"[0.0, 0.17142857142857143]",0.06666666666666667,"[0.0, 0.26666666666666666]",0.5,"[-0.5, 0]",0.5,"[0.5, 0]"
40,0.02857142857142857,"[0.0, 0.05714285714285714]",0.06666666666666667,"[0.0, 0.26666666666666666]",0.5,"[-0.5, 0]",0.5,"[0.5, 0]"
41,0.043478260869565216,"[0.34782608695652173, -0.5217391304347826]",0.16666666666666666,"[0.5, -0.6666666666666666]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[0.5, 0]"
42,0.07142857142857142,"[0.3571428571428571, -0.8571428571428571]",0.16666666666666666,"[0.5, -0.6666666666666666]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
43,0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[0.5, -0.6666666666666666]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
44,0.09090909090909091,"[0.7272727272727273, -0.5454545454545454]",0.16666666666666666,"[0.5, -0.6666666666666666]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
45,0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[0.5, -0.6666666666666666]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
46,0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[0.5, 0]"
47,0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
48,0.07142857142857142,"[-0.21428571428571427, -0.2857142857142857]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
49,0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
50,0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
51,0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[-0.5, 0]"
52,0.07142857142857142,"[0.21428571428571427, -0.2857142857142857]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
53,0.07142857142857142,"[-0.07142857142857142, 0.0]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
54,0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
55,0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
56,0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[-0.5, -0.6666666666666666]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[-0.5, 0]"
57,0.07142857142857142,"[-0.07142857142857142, 0.0]",0.16666666666666666,"[-0.5, -0.6666666666666666]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
58,0.07142857142857142,"[-0.3571428571428571, -0.8571428571428571]",0.16666666666666666,"[-0.5, -0.6666666666666666]",0.3333333333333333,"[0.0, -0.6666666666666666]",-1.0,"[0, 0]"
59,0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[-0.5, -0.6666666666666666]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
60,0.09090909090909091,"[-0.7272727272727273, -0.5454545454545454]",0.16666666666666666,"[-0.5, -0.6666666666666666]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
61,0.02631578947368421,"[0.07894736842105263, -0.10526315789473684]",0.06666666666666667,"[0.0, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[0.5, 0]"
62,0.02631578947368421,"[-0.02631578947368421, 0.0]",0.06666666666666667,"[0.0, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[0.5, 0]"
63,0.02631578947368421,"[0.02631578947368421, 0.0]",0.06666666666666667,"[0.0, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[-0.5, 0]"
64,0.02631578947368421,"[-0.07894736842105263, -0.10526315789473684]",0.06666666666666667,"[0.0, 0.0]",0.3333333333333333,"[0.0, -0.6666666666666666]",0.5,"[-0.5, 0]"
65,0.02857142857142857,"[0.0, 0.05714285714285714]",0.06666666666666667,"[0.0, 0.0]",0.5,"[-0.5, 0]",0.5,"[0.5, 0]"
66,0.02857142857142857,"[0.0, -0.05714285714285714]",0.06666666666666667,"[0.0, 0.0]",0.5,"[-0.5, 0]",0.5,"[0.5, 0]"
67,0.01694915254237288,"[0.4067796610169492, 0.5084745762711864]",0.043478260869565216,"[0.34782608695652173, 0.5217391304347826]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.5,"[0.5, 0]"
68,0.01694915254237288,"[0.0, 0.03389830508474576]",0.043478260869565216,"[0.34782608695652173, 0.5217391304347826]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.5,"[0.5, 0]"
69,0.016129032258064516,"[0.3387096774193548, 0.5806451612903225]",0.043478260869565216,"[0.34782608695652173, 0.5217391304347826]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]"
70,0.016129032258064516,"[0.016129032258064516, 0.0]",0.043478260869565216,"[0.34782608695652173, 0.5217391304347826]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]"
71,0.02,"[0.3, 0.48]",0.043478260869565216,"[0.34782608695652173, 0.5217391304347826]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[0.5, 0]"
72,0.02,"[0.06, 0.08]",0.043478260869565216,"[0.34782608695652173, 0.5217391304347826]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[0.5, 0]"
73,0.02857142857142857,"[0.45714285714285713, 0.8571428571428571]",0.07142857142857142,"[0.3571428571428571, 0.8571428571428571]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
74,0.02857142857142857,"[-2.5376526277146434e-17, 0.05714285714285714]",0.07142857142857142,"[0.3571428571428571, 0.8571428571428571]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
75,0.02127659574468085,"[0.3404255319148936, 0.7659574468085106]",0.07142857142857142,"[0.3571428571428571, 0.8571428571428571]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]"
76,0.038461538461538464,"[0.26923076923076916, 0.9230769230769231]",0.07142857142857142,"[0.3571428571428571, 0.8571428571428571]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
77,0.038461538461538464,"[0.11538461538461538, 0.15384615384615385]",0.07142857142857142,"[0.3571428571428571, 0.8571428571428571]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
78,0.02857142857142857,"[0.22857142857142856, 0.17142857142857143]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
79,0.02857142857142857,"[0.0, 0.05714285714285714]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
80,0.02127659574468085,"[0.1702127659574468, 0.2553191489361702]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]"
81,0.038461538461538464,"[0.11538461538461539, 0.15384615384615385]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
82,0.038461538461538464,"[-0.038461538461538464, 0.0]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
83,0.02564102564102564,"[0.6153846153846154, 0.5128205128205128]",0.09090909090909091,"[0.7272727272727273, 0.5454545454545454]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.5,"[0.5, 0]"
84,0.03333333333333333,"[0.7, 0.6666666666666666]",0.09090909090909091,"[0.7272727272727273, 0.5454545454545454]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
85,0.03333333333333333,"[0.03333333333333333, 0.0]",0.09090909090909091,"[0.7272727272727273, 0.5454545454545454]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
86,0.05555555555555555,"[0.8333333333333333, 0.4444444444444444]",0.09090909090909091,"[0.7272727272727273, 0.5454545454545454]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
87,0.05555555555555555,"[0.16666666666666666, 0.2222222222222222]",0.09090909090909091,"[0.7272727272727273, 0.5454545454545454]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
88,0.02564102564102564,"[0.20512820512820512, 0.3076923076923077]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.5, 0.6666666666666666]",0.5,"[0.5, 0]"
89,0.03333333333333333,"[0.16666666666666666, 0.4]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
90,0.03333333333333333,"[0.03333333333333333, 0.0]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.5, 0.6666666666666666]",-1.0,"[0, 0]"
91,0.05555555555555555,"[0.16666666666666666, 0.2222222222222222]",0.09090909090909091,"[0.0, 0.18181818181818182]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
92,0.05555555555555555,"[-0.05555555555555555, 0.0]",0.09090909090909091,"[0.0, 0.18181818181818182]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
93,0.01694915254237288,"[0.0, 0.1016949152542373]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.5,"[0.5, 0]"
94,0.01694915254237288,"[0.0, 0.03389830508474576]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.5,"[0.5, 0]"
95,0.016129032258064516,"[0.016129032258064516, 0.0]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
96,0.016129032258064516,"[-0.04838709677419355, 0.1935483870967742]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
97,0.02,"[0.06, 0.24]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[0.5, 0]"
98,0.02,"[-0.02, 0.0]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[0.5, 0]"
99,0.02857142857142857,"[0.0, 0.05714285714285714]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
100,0.02857142857142857,"[0.0, -0.05714285714285714]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
101,0.02127659574468085,"[0.0, 0.0851063829787234]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
102,0.038461538461538464,"[0.11538461538461539, 0.15384615384615385]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
103,0.038461538461538464,"[-0.038461538461538464, 0.0]",0.07142857142857142,"[0.07142857142857142, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
104,0.02857142857142857,"[0.0, 0.05714285714285714]",0.07142857142857142,"[-0.21428571428571427, 0.2857142857142857]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
105,0.02857142857142857,"[-0.22857142857142856, 0.17142857142857143]",0.07142857142857142,"[-0.21428571428571427, 0.2857142857142857]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
106,0.02127659574468085,"[0.0, 0.0]",0.07142857142857142,"[-0.21428571428571427, 0.2857142857142857]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
107,0.038461538461538464,"[-0.038461538461538464, 0.0]",0.07142857142857142,"[-0.21428571428571427, 0.2857142857142857]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
108,0.038461538461538464,"[-0.19230769230769232, 0.46153846153846156]",0.07142857142857142,"[-0.21428571428571427, 0.2857142857142857]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
109,0.02564102564102564,"[0.0, 0.10256410256410256]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.5,"[0.5, 0]"
110,0.03333333333333333,"[0.03333333333333333, 0.0]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
111,0.03333333333333333,"[-0.1, 0.13333333333333333]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
112,0.05555555555555555,"[0.16666666666666666, 0.2222222222222222]",0.09090909090909091,"[0.0, 0.18181818181818182]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
113,0.05555555555555555,"[-0.05555555555555555, 0.0]",0.09090909090909091,"[0.0, 0.18181818181818182]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
114,0.02564102564102564,"[0.0, 0.0]",0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",0.5,"[0.5, 0]"
115,0.03333333333333333,"[0.03333333333333333, 0.0]",0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
116,0.03333333333333333,"[-0.1, -0.13333333333333333]",0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[-0.16666666666666666, 0.0]",-1.0,"[0, 0]"
117,0.05555555555555555,"[0.16666666666666666, -0.2222222222222222]",0.09090909090909091,"[0.0, -0.18181818181818182]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
118,0.05555555555555555,"[-0.05555555555555555, 0.0]",0.09090909090909091,"[0.0, -0.18181818181818182]",-1.0,"[0, 0]",0.5,"[0.5, 0]"
119,0.01694915254237288,"[0.0, 0.1016949152542373]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.5,"[-0.5, 0]"
120,0.01694915254237288,"[0.0, 0.03389830508474576]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.5,"[-0.5, 0]"
121,0.016129032258064516,"[0.04838709677419355, 0.1935483870967742]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
122,0.016129032258064516,"[-0.016129032258064516, 0.0]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
123,0.02,"[0.02, 0.0]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[-0.5, 0]"
124,0.02,"[-0.06, 0.24]",0.043478260869565216,"[0.0, 0.17391304347826086]",0.3333333333333333,"[0.0, 0.6666666666666666]",0.5,"[-0.5, 0]"
125,0.02857142857142857,"[0.22857142857142856, 0.17142857142857143]",0.07142857142857142,"[0.21428571428571427, 0.2857142857142857]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
126,0.02857142857142857,"[0.0, 0.05714285714285714]",0.07142857142857142,"[0.21428571428571427, 0.2857142857142857]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
127,0.02127659574468085,"[0.1702127659574468, 0.2553191489361702]",0.07142857142857142,"[0.21428571428571427, 0.2857142857142857]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
128,0.038461538461538464,"[0.19230769230769232, 0.46153846153846156]",0.07142857142857142,"[0.21428571428571427, 0.2857142857142857]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
129,0.038461538461538464,"[0.038461538461538464, 0.0]",0.07142857142857142,"[0.21428571428571427, 0.2857142857142857]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
130,0.02857142857142857,"[0.0, 0.05714285714285714]",0.07142857142857142,"[-0.07142857142857142, 0.0]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
131,0.02857142857142857,"[0.0, -0.05714285714285714]",0.07142857142857142,"[-0.07142857142857142, 0.0]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
132,0.02127659574468085,"[0.0, 0.0851063829787234]",0.07142857142857142,"[-0.07142857142857142, 0.0]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]"
133,0.038461538461538464,"[0.038461538461538464, 0.0]",0.07142857142857142,"[-0.07142857142857142, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
134,0.038461538461538464,"[-0.11538461538461539, 0.15384615384615385]",0.07142857142857142,"[-0.07142857142857142, 0.0]",0.3333333333333333,"[0.0, 0.6666666666666666]",-1.0,"[0, 0]"
135,0.02564102564102564,"[0.0, 0.10256410256410256]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.5,"[-0.5, 0]"
136,0.03333333333333333,"[0.1, 0.13333333333333333]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
137,0.03333333333333333,"[-0.03333333333333333, 0.0]",0.09090909090909091,"[0.0, 0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
138,0.05555555555555555,"[0.05555555555555555, 0.0]",0.09090909090909091,"[0.0, 0.18181818181818182]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
139,0.05555555555555555,"[-0.16666666666666666, 0.2222222222222222]",0.09090909090909091,"[0.0, 0.18181818181818182]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
140,0.02564102564102564,"[0.0, 0.0]",0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",0.5,"[-0.5, 0]"
141,0.03333333333333333,"[0.1, -0.13333333333333333]",0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
142,0.03333333333333333,"[-0.03333333333333333, 0.0]",0.09090909090909091,"[0.0, -0.18181818181818182]",0.16666666666666666,"[0.16666666666666666, 0.0]",-1.0,"[0, 0]"
143,0.05555555555555555,"[0.05555555555555555, 0.0]",0.09090909090909091,"[0.0, -0.18181818181818182]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
144,0.05555555555555555,"[-0.16666666666666666, -0.2222222222222222]",0.09090909090909091,"[0.0, -0.18181818181818182]",-1.0,"[0, 0]",0.5,"[-0.5, 0]"
145,0.01694915254237288,"[0.0, 0.03389830508474576]",0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[-0.5, 0.6666666666666666]",0.5,"[-0.5, 0]"
146,0.01694915254237288,"[-0.13559322033898305, 0.1016949152542373]",0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[-0.5, 0.6666666666666666]",0.5,"[-0.5, 0]"
147,0.016129032258064516,"[-0.016129032258064516, 0.0]",0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[-0.5, 0.6666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]"
148,0.016129032258064516,"[-0.08064516129032258, 0.1935483870967742]",0.043478260869565216,"[0.0, 0.0]",0.16666666666666666,"[-0.5, 0.6666666666666666]",0.3333333333333333,"[0.0, 0.6666666666666666]"
